HCP_ID,Province,Specialty,Market_Intensity,Patient_Volume,Category_TRx,Target_TRx,Target_Share,Competitor_Share,Category_Growth,New_Patient_Share,Field_Engagement,Digital_Engagement,Field_Engagement_Level,Digital_Engagement_Level,Business_Segment,KMeans_Cluster,Opportunity_Score,Priority_Tier,Recommended_Engagement_Strategy
HCP_1130,Ontario,General Surgery,7.480934191858926,1227,677,96,0.1418020679468242,0.8581979320531757,0.1338578804336571,0.2496355638786357,10,17,Low,Low,High-Potential Conversion,3,0.8992735409776247,High Priority,Increase field engagement
HCP_1131,Ontario,General Surgery,7.480934191858926,1224,882,390,0.4421768707482993,0.5578231292517006,0.2238584130005258,0.3672239738834761,1,14,Low,Low,Core / Maintenance,4,0.6187480460879569,High Priority,Maintain efficiently
HCP_1132,Ontario,General Surgery,7.480934191858926,1268,706,104,0.1473087818696883,0.8526912181303117,0.0121901686509291,0.3244216229399675,89,78,High,High,High-Potential Conversion,3,0.9319253100975415,High Priority,Deepen field relationship
HCP_1133,Ontario,General Surgery,7.480934191858926,1925,1348,242,0.1795252225519288,0.8204747774480712,0.0210283322330008,0.2678805539444506,67,5,High,Low,High-Potential Conversion,1,1.418406161001762,High Priority,Deepen field relationship
HCP_1134,Ontario,General Surgery,7.480934191858926,1282,577,186,0.3223570190641248,0.6776429809358753,0.2260139068278771,0.1602697738126597,16,42,Low,Medium,Core / Maintenance,0,0.5915072224268607,High Priority,Maintain efficiently
HCP_1135,Ontario,General Surgery,7.480934191858926,1004,712,394,0.5533707865168539,0.4466292134831461,0.1106669423858009,0.239658060646677,80,30,High,Low,High-Value Established,4,-0.1312463497844319,Low Priority,Retain and deepen
HCP_1136,Ontario,General Surgery,7.480934191858926,1533,758,126,0.1662269129287599,0.8337730870712401,0.1023482845761266,0.0819356944564893,91,27,High,Low,High-Potential Conversion,1,0.8575206705960736,High Priority,Deepen field relationship
HCP_1137,Ontario,General Surgery,7.480934191858926,1659,1113,144,0.1293800539083558,0.8706199460916442,-0.0929099807168472,0.2876308984982345,93,7,High,Low,Core / Maintenance,1,1.2863926403592132,High Priority,Field-led opportunity development
HCP_1138,Ontario,General Surgery,7.480934191858926,712,446,208,0.4663677130044843,0.5336322869955157,0.1314473683135302,0.3037836066141778,39,28,Medium,Low,Core / Maintenance,4,-0.12708740675652927,Low Priority,Maintain efficiently
HCP_1139,Ontario,General Surgery,7.480934191858926,1348,1040,338,0.325,0.675,-0.0614963608611709,0.3877610680184716,86,20,High,Low,Core / Maintenance,1,0.7702913055420324,High Priority,Field-led opportunity development
HCP_1140,Ontario,General Surgery,7.480934191858926,1398,776,428,0.5515463917525774,0.4484536082474226,-0.0860824223121949,0.1411390755607751,45,80,Medium,High,High-Value Established,1,0.022836062426458414,Medium Priority,Retain and deepen
HCP_1141,Ontario,General Surgery,7.480934191858926,986,420,55,0.1309523809523809,0.8690476190476191,0.0083874107879945,0.0564597466650579,87,87,High,High,Core / Maintenance,2,0.28923865801932064,Medium Priority,Maintain efficiently
HCP_1142,Ontario,General Surgery,7.480934191858926,1771,722,293,0.4058171745152354,0.5941828254847645,-0.0202951268138428,0.2409629625495027,92,57,High,Medium,Core / Maintenance,1,0.8050080220684892,High Priority,Field-led opportunity development
HCP_1143,Ontario,General Surgery,7.480934191858926,1038,759,135,0.1778656126482213,0.8221343873517787,0.0234080366737952,0.2973766765388851,3,59,Low,Medium,High-Potential Conversion,3,0.6127663360307374,High Priority,Increase field engagement
HCP_1144,Ontario,General Surgery,7.480934191858926,1143,697,95,0.1362984218077474,0.8637015781922526,-0.1229177961429902,0.3266426165590458,37,49,Medium,Medium,Core / Maintenance,3,0.8357198255526856,High Priority,Maintain efficiently
HCP_1145,Ontario,General Surgery,7.480934191858926,1030,731,311,0.4254445964432284,0.5745554035567715,0.1650579567761206,0.1178086265586837,62,99,Medium,High,Core / Maintenance,0,0.017459141736232697,Low Priority,Maintain efficiently
HCP_1146,Ontario,General Surgery,7.480934191858926,1100,543,204,0.3756906077348066,0.6243093922651934,0.1853223553419715,0.1416135041629583,28,30,Low,Low,Core / Maintenance,0,0.23866400949783034,Medium Priority,Maintain efficiently
HCP_1147,Ontario,General Surgery,7.480934191858926,745,401,187,0.4663341645885286,0.5336658354114714,-0.1836810968968977,0.2294068238435537,18,46,Low,Medium,Core / Maintenance,2,-0.3126708307222737,Low Priority,Maintain efficiently
HCP_1148,Ontario,General Surgery,7.480934191858926,661,272,60,0.2205882352941176,0.7794117647058824,0.167414936679986,0.1657102834895006,90,33,High,Medium,Core / Maintenance,0,0.12201286489773165,Medium Priority,Maintain efficiently
HCP_1149,Ontario,General Surgery,7.480934191858926,1912,1500,445,0.2966666666666667,0.7033333333333334,-0.0472634355785951,0.3511790203056057,28,1,Low,Low,Core / Maintenance,1,1.3109821026533295,High Priority,Maintain efficiently
HCP_1150,Ontario,General Surgery,7.480934191858926,813,542,148,0.2730627306273063,0.7269372693726937,0.1528370644379343,0.2158160538085521,99,66,High,Medium,Core / Maintenance,0,0.22707516578504044,Medium Priority,Maintain efficiently
HCP_1151,Ontario,General Surgery,7.480934191858926,773,598,354,0.5919732441471572,0.4080267558528427,0.0417864208800301,0.329852525435701,34,93,Medium,High,Core / Maintenance,4,-0.3708834320536662,Low Priority,Maintain efficiently
HCP_1152,Ontario,General Surgery,7.480934191858926,515,261,55,0.210727969348659,0.789272030651341,0.0534530676897198,0.2532169161688238,69,71,High,High,Core / Maintenance,3,-0.007646201062090366,Low Priority,Maintain efficiently
HCP_1153,Ontario,General Surgery,7.480934191858926,875,564,120,0.2127659574468085,0.7872340425531915,0.0277882820694537,0.3205815495659892,22,51,Low,Medium,Core / Maintenance,3,0.4253084276649013,Medium Priority,Maintain efficiently
HCP_1154,Ontario,General Surgery,7.480934191858926,689,463,113,0.244060475161987,0.755939524838013,0.1954555045080183,0.1664355452856133,45,6,Medium,Low,Core / Maintenance,0,0.14018460139995692,Medium Priority,Maintain efficiently
HCP_1155,Ontario,General Surgery,7.480934191858926,1944,1025,370,0.3609756097560975,0.6390243902439025,-0.0987505615030033,0.3409958176756089,43,75,Medium,High,Core / Maintenance,1,1.2057231294389903,High Priority,Digital-led opportunity development
HCP_1156,Ontario,General Surgery,7.480934191858926,1558,1152,217,0.1883680555555555,0.8116319444444444,0.122940840648201,0.1461003104428575,47,18,Medium,Low,Core / Maintenance,1,0.9614347295045362,High Priority,Maintain efficiently
HCP_1157,Ontario,General Surgery,7.480934191858926,860,670,371,0.5537313432835821,0.4462686567164179,0.182159619786746,0.2411345828011518,51,89,Medium,High,Core / Maintenance,4,-0.18092404292300263,Low Priority,Maintain efficiently
HCP_1158,Ontario,General Surgery,7.480934191858926,2407,1815,356,0.1961432506887052,0.8038567493112948,0.1359608096648492,0.1249024896108559,7,91,Low,High,Core / Maintenance,1,1.7473953628035475,High Priority,Digital-led opportunity development
HCP_1159,Ontario,General Surgery,7.480934191858926,1543,1073,582,0.5424044734389561,0.4575955265610438,0.3289638697188101,0.2164342825691677,54,14,Medium,Low,High-Value Established,1,0.6393086045853249,High Priority,Retain and deepen
HCP_1160,Ontario,General Surgery,7.480934191858926,976,499,53,0.1062124248496994,0.8937875751503006,-0.0134736115269638,0.1613613233280461,65,77,Medium,High,Core / Maintenance,2,0.48352678193481113,High Priority,Digital-led opportunity development
HCP_1161,Ontario,General Surgery,7.480934191858926,456,234,96,0.4102564102564102,0.5897435897435898,0.1648765787112237,0.143346200723025,76,47,High,Medium,Core / Maintenance,0,-0.46792968354889214,Low Priority,Maintain efficiently
HCP_1162,Ontario,General Surgery,7.480934191858926,2439,1915,1051,0.5488250652741514,0.4511749347258486,0.0372691237590295,0.3884447563098131,39,13,Medium,Low,High-Value Established,1,1.400270404469687,High Priority,Retain and deepen
HCP_1163,Ontario,General Surgery,7.480934191858926,673,272,39,0.1433823529411764,0.8566176470588236,0.1980087291623203,0.1060259369203557,84,2,High,Low,Core / Maintenance,0,0.22627893792744908,Medium Priority,Maintain efficiently
HCP_1164,Ontario,General Surgery,7.480934191858926,615,422,246,0.5829383886255924,0.4170616113744075,0.0490773205134356,0.3255640431100883,30,49,Low,Medium,Core / Maintenance,4,-0.5071038574223008,Low Priority,Maintain efficiently
HCP_1165,Ontario,General Surgery,7.480934191858926,1565,1068,319,0.298689138576779,0.701310861423221,0.0034549061765036,0.3944577358191252,47,92,Medium,High,Core / Maintenance,1,1.0384339486622964,High Priority,Digital-led opportunity development
HCP_1166,Ontario,General Surgery,7.480934191858926,2570,1668,951,0.5701438848920863,0.4298561151079136,0.2067286644645954,0.0569655193090272,99,53,High,Medium,High-Value Established,1,1.1863279491130372,High Priority,Retain and deepen
HCP_1167,Ontario,General Surgery,7.480934191858926,1776,1414,597,0.4222065063649222,0.5777934936350778,-0.0089874326822715,0.2946595949147332,60,5,Medium,Low,Core / Maintenance,1,0.8596394920758021,High Priority,Maintain efficiently
HCP_1168,Ontario,General Surgery,7.480934191858926,1333,699,151,0.2160228898426323,0.7839771101573677,-0.1195270910680667,0.1385191319447005,51,48,Medium,Medium,Core / Maintenance,2,0.5863845405569186,High Priority,Maintain efficiently
HCP_1169,Ontario,General Surgery,7.480934191858926,1347,722,111,0.1537396121883656,0.8462603878116344,-0.0120216259808594,0.0641707385149065,37,22,Medium,Low,Core / Maintenance,2,0.6052002127998946,High Priority,Maintain efficiently
HCP_1170,Ontario,General Surgery,7.480934191858926,1475,637,138,0.216640502354788,0.783359497645212,0.1242839535906239,0.1910113526348207,90,91,High,High,Core / Maintenance,1,0.897577090887543,High Priority,Field-led opportunity development
HCP_1171,Ontario,General Surgery,7.480934191858926,1427,824,83,0.1007281553398058,0.8992718446601942,0.2170446501904509,0.3773262335598062,35,77,Medium,High,High-Potential Conversion,3,1.461935830299241,High Priority,Build field relationship
HCP_1172,Ontario,General Surgery,7.480934191858926,1207,609,79,0.1297208538587849,0.8702791461412152,0.0633355250355814,0.0541177830284491,86,77,High,High,High-Potential Conversion,2,0.5231768837875235,High Priority,Deepen field relationship
HCP_1173,Ontario,General Surgery,7.480934191858926,1135,610,66,0.1081967213114754,0.8918032786885246,0.208183648068083,0.2557599921754236,54,19,Medium,Low,High-Potential Conversion,3,0.973814439854528,High Priority,Build field relationship
HCP_1174,Ontario,General Surgery,7.480934191858926,1070,785,222,0.2828025477707006,0.7171974522292994,-0.1129809905773112,0.2254887675083635,84,76,High,High,Core / Maintenance,2,0.33860679165824603,Medium Priority,Maintain efficiently
HCP_1175,Ontario,General Surgery,7.480934191858926,840,650,317,0.4876923076923077,0.5123076923076924,-0.0031916157781483,0.3556844575298666,12,90,Low,High,Core / Maintenance,4,-0.0718751840308621,Low Priority,Maintain efficiently
HCP_1176,Ontario,General Surgery,7.480934191858926,992,470,60,0.1276595744680851,0.8723404255319149,0.0153709859415078,0.0794006000822189,36,59,Medium,Medium,Core / Maintenance,2,0.3356247278451929,Medium Priority,Maintain efficiently
HCP_1177,Ontario,General Surgery,7.480934191858926,605,332,40,0.1204819277108433,0.8795180722891567,0.0362528687032976,0.2885341104603276,46,98,Medium,High,Core / Maintenance,3,0.2908234975516455,Medium Priority,Maintain efficiently
HCP_1178,Ontario,General Surgery,7.480934191858926,1057,815,329,0.403680981595092,0.596319018404908,0.0600913265900235,0.2880383944516471,89,44,High,Medium,Core / Maintenance,4,0.21166815832299796,Medium Priority,Maintain efficiently
HCP_1179,Ontario,Urology,4.934383038786525,629,267,42,0.1573033707865168,0.8426966292134832,0.1329093148870631,0.2841780059017991,70,60,High,Medium,Core / Maintenance,3,0.3457595997354487,Medium Priority,Maintain efficiently
HCP_1180,Ontario,Urology,4.934383038786525,604,264,27,0.1022727272727272,0.8977272727272727,-0.0033768205804588,0.3798170732272629,21,55,Low,Medium,Core / Maintenance,3,0.4610636193059635,Medium Priority,Maintain efficiently
HCP_1181,Ontario,Urology,4.934383038786525,946,440,62,0.1409090909090909,0.8590909090909091,0.066683442434375,0.3380806351524081,38,1,Medium,Low,Emerging Opportunity,3,0.6814675160129082,High Priority,Develop engagement
HCP_1182,Ontario,Urology,4.934383038786525,1446,923,515,0.5579631635969664,0.4420368364030336,0.0445852531611138,0.0646904541852271,86,44,High,Medium,High-Value Established,1,-0.057796567509708824,Low Priority,Retain and deepen
HCP_1183,Ontario,Urology,4.934383038786525,1225,564,283,0.50177304964539,0.4982269503546099,-0.0611067884669379,0.2148789977465796,57,39,Medium,Medium,High-Value Established,1,0.06059841345996972,Medium Priority,Retain and deepen
HCP_1184,Ontario,Urology,4.934383038786525,513,404,99,0.245049504950495,0.754950495049505,0.0363599973102277,0.1892835696704667,29,23,Low,Low,Core / Maintenance,2,-0.18051618547419138,Low Priority,Maintain efficiently
HCP_1185,Ontario,Urology,4.934383038786525,628,363,149,0.4104683195592286,0.5895316804407713,0.0327608564123458,0.1585515273817807,17,28,Low,Low,Core / Maintenance,2,-0.4266445494308972,Low Priority,Maintain efficiently
HCP_1186,Ontario,Urology,4.934383038786525,1235,742,256,0.3450134770889488,0.6549865229110512,0.0301903321996344,0.207967853803934,17,66,Low,Medium,Core / Maintenance,1,0.35417971877756654,Medium Priority,Maintain efficiently
HCP_1187,Ontario,Urology,4.934383038786525,630,314,133,0.4235668789808917,0.5764331210191083,0.053811134789774,0.1844679647240921,73,67,High,High,Core / Maintenance,0,-0.399436865379251,Low Priority,Maintain efficiently
HCP_1188,Ontario,Urology,4.934383038786525,821,483,206,0.4265010351966873,0.5734989648033126,0.0590808248736063,0.2013168649575328,38,65,Medium,Medium,Core / Maintenance,4,-0.1895394525617629,Low Priority,Maintain efficiently
HCP_1189,Ontario,Urology,4.934383038786525,1077,716,283,0.3952513966480447,0.6047486033519553,-0.0018754214928796,0.3927416529630249,93,83,High,High,Core / Maintenance,4,0.3852394745822382,Medium Priority,Maintain efficiently
HCP_1190,Ontario,Urology,4.934383038786525,633,443,87,0.1963882618510158,0.8036117381489842,0.2027257680765518,0.0810215411623532,25,53,Low,Medium,Core / Maintenance,0,0.05651248002672299,Medium Priority,Maintain efficiently
HCP_1191,Ontario,Urology,4.934383038786525,922,647,46,0.071097372488408,0.928902627511592,-0.0903376755043619,0.3727808044435554,70,52,High,Medium,Core / Maintenance,3,0.8148592526282656,High Priority,Field-led opportunity development
HCP_1192,Ontario,Urology,4.934383038786525,557,352,106,0.3011363636363636,0.6988636363636364,-0.0365164130163875,0.2180828497148593,6,78,Low,High,Core / Maintenance,2,-0.2002857390269298,Low Priority,Maintain efficiently
HCP_1193,Ontario,Urology,4.934383038786525,720,548,296,0.5401459854014599,0.4598540145985401,0.3835956349068267,0.2683097859248394,68,48,High,Medium,Core / Maintenance,0,-0.0033808905913100123,Low Priority,Maintain efficiently
HCP_1194,Ontario,Urology,4.934383038786525,994,723,263,0.3637621023513139,0.636237897648686,-0.0745589625987075,0.3405640383161928,64,31,Medium,Low,Core / Maintenance,4,0.2862275972915306,Medium Priority,Maintain efficiently
HCP_1195,Ontario,Urology,4.934383038786525,509,358,182,0.5083798882681564,0.4916201117318436,-0.112450560965171,0.1761620602022394,45,60,Medium,Medium,Core / Maintenance,2,-0.698496707257426,Low Priority,Maintain efficiently
HCP_1196,Ontario,Urology,4.934383038786525,1037,438,261,0.5958904109589042,0.4041095890410958,0.1381372094001461,0.2006476678307884,17,41,Low,Medium,High-Value Established,4,-0.20436772982038073,Low Priority,Retain and deepen
HCP_1197,Ontario,Urology,4.934383038786525,882,355,50,0.1408450704225352,0.8591549295774648,-0.1992543824528648,0.1933314680975499,12,0,Low,Low,Core / Maintenance,2,0.3760851184701965,Medium Priority,Maintain efficiently
HCP_1198,Ontario,Urology,4.934383038786525,1078,523,225,0.4302103250478011,0.5697896749521989,0.0217671308033073,0.1811558578875159,24,62,Low,Medium,Core / Maintenance,4,0.0029803944877389438,Low Priority,Maintain efficiently
HCP_1199,Ontario,Urology,4.934383038786525,961,639,269,0.4209702660406886,0.5790297339593113,0.3074989910091786,0.3739352625764132,7,34,Low,Medium,Core / Maintenance,4,0.5178088590971488,High Priority,Maintain efficiently
HCP_1200,Ontario,Urology,4.934383038786525,1432,808,476,0.5891089108910891,0.4108910891089109,-0.135392310658408,0.3401254619175542,73,50,High,Medium,High-Value Established,4,0.28367455169809935,Medium Priority,Retain and deepen
HCP_1201,Ontario,Urology,4.934383038786525,928,521,308,0.5911708253358925,0.4088291746641075,-0.1878357382886455,0.0881499964520416,31,70,Low,High,Core / Maintenance,2,-0.5830976444921374,Low Priority,Maintain efficiently
HCP_1202,Ontario,Orthopedic Surgery,6.136897176973173,853,643,275,0.4276827371695179,0.5723172628304821,-0.1299017442349238,0.0878431733669836,16,44,Low,Medium,Core / Maintenance,2,-0.34871438270330457,Low Priority,Maintain efficiently
HCP_1203,Ontario,Orthopedic Surgery,6.136897176973173,1034,784,144,0.1836734693877551,0.8163265306122449,0.1578031482016382,0.1997543301985469,78,76,High,High,High-Potential Conversion,0,0.5894055400547402,High Priority,Deepen field relationship
HCP_1204,Ontario,Orthopedic Surgery,6.136897176973173,1198,915,448,0.4896174863387978,0.5103825136612021,0.1849732063982975,0.0845300818564831,78,64,High,Medium,High-Value Established,0,0.0328915084376733,Medium Priority,Retain and deepen
HCP_1205,Ontario,Orthopedic Surgery,6.136897176973173,1008,530,58,0.1094339622641509,0.8905660377358491,-0.011510655637421,0.2666825833448919,47,13,Medium,Low,Core / Maintenance,3,0.6663347087302899,High Priority,Maintain efficiently
HCP_1206,Ontario,Orthopedic Surgery,6.136897176973173,1005,680,326,0.4794117647058823,0.5205882352941176,0.1319854884801282,0.1002920625416068,62,92,Medium,High,High-Value Established,0,-0.17457580641433734,Low Priority,Retain and deepen
HCP_1207,Ontario,Orthopedic Surgery,6.136897176973173,775,394,217,0.550761421319797,0.449238578680203,0.2168306393014387,0.2328306423883804,39,2,Medium,Low,Core / Maintenance,4,-0.2272345874127522,Low Priority,Maintain efficiently
HCP_1208,Ontario,Orthopedic Surgery,6.136897176973173,786,374,97,0.2593582887700534,0.7406417112299466,0.264481569731579,0.0525269814513012,83,23,High,Low,Core / Maintenance,0,0.11803134887418032,Medium Priority,Maintain efficiently
HCP_1209,Ontario,Orthopedic Surgery,6.136897176973173,607,288,114,0.3958333333333333,0.6041666666666667,0.0204397662584182,0.1608087219444263,14,64,Low,Medium,Core / Maintenance,2,-0.41597311799635406,Low Priority,Maintain efficiently
HCP_1210,Ontario,Orthopedic Surgery,6.136897176973173,1828,981,281,0.2864424057084607,0.7135575942915393,-0.2261766061203984,0.2870167532854294,98,47,High,Medium,Core / Maintenance,1,1.1530920916482033,High Priority,Field-led opportunity development
HCP_1211,Ontario,Orthopedic Surgery,6.136897176973173,641,367,107,0.2915531335149863,0.7084468664850136,-0.0485054706891624,0.2194136290797469,5,9,Low,Low,Core / Maintenance,2,-0.09951163241074787,Low Priority,Maintain efficiently
HCP_1212,Ontario,Orthopedic Surgery,6.136897176973173,778,570,126,0.2210526315789473,0.7789473684210526,-0.0012165033922309,0.3923943200996458,93,12,High,Low,Core / Maintenance,3,0.4242517977823916,Medium Priority,Maintain efficiently
HCP_1213,Ontario,Orthopedic Surgery,6.136897176973173,771,345,162,0.4695652173913043,0.5304347826086957,0.0189273444105931,0.3559363286231738,62,99,Medium,High,Core / Maintenance,4,-0.10381836834522198,Low Priority,Maintain efficiently
HCP_1214,Ontario,Orthopedic Surgery,6.136897176973173,1355,940,531,0.5648936170212766,0.4351063829787234,0.0274568718789536,0.1756747726651029,7,72,Low,High,High-Value Established,1,0.00825819650376973,Low Priority,Retain and deepen
HCP_1215,Ontario,Orthopedic Surgery,6.136897176973173,894,548,311,0.5675182481751825,0.4324817518248175,0.1842673517516803,0.0659202895152961,94,13,High,Low,Core / Maintenance,0,-0.4345288528040897,Low Priority,Maintain efficiently
HCP_1216,Ontario,Orthopedic Surgery,6.136897176973173,1534,790,115,0.1455696202531645,0.8544303797468354,0.2029314112025097,0.3459692050402566,31,99,Low,High,High-Potential Conversion,1,1.416348897795013,High Priority,Increase field engagement
HCP_1217,Ontario,Orthopedic Surgery,6.136897176973173,783,468,249,0.532051282051282,0.4679487179487179,0.029399161529026,0.368932008610135,44,9,Medium,Low,Core / Maintenance,4,-0.1900982041945042,Low Priority,Maintain efficiently
HCP_1218,Ontario,Orthopedic Surgery,6.136897176973173,1093,568,259,0.4559859154929577,0.5440140845070423,0.1818181851262182,0.3372195876966629,51,39,Medium,Medium,Core / Maintenance,4,0.3704850382106194,Medium Priority,Maintain efficiently
HCP_1219,Ontario,Orthopedic Surgery,6.136897176973173,740,472,89,0.1885593220338983,0.8114406779661016,0.0929193639957307,0.0947824793219177,78,22,High,Low,Core / Maintenance,0,0.06073301606072609,Medium Priority,Maintain efficiently
HCP_1220,Ontario,Orthopedic Surgery,6.136897176973173,2099,1204,105,0.0872093023255814,0.9127906976744186,0.0577407167435086,0.3992702970443007,81,98,High,High,High-Potential Conversion,1,1.9720637485344779,High Priority,Deepen field relationship
HCP_1221,Ontario,Orthopedic Surgery,6.136897176973173,654,305,60,0.1967213114754098,0.8032786885245902,0.1587852988531956,0.1405044775434708,12,54,Low,Medium,Core / Maintenance,0,0.11172780538813987,Medium Priority,Maintain efficiently
HCP_1222,Ontario,Orthopedic Surgery,6.136897176973173,1104,493,272,0.5517241379310345,0.4482758620689655,0.0586702457885499,0.3034717194829295,23,62,Low,Medium,High-Value Established,4,0.00032679924213453726,Low Priority,Retain and deepen
HCP_1223,Ontario,Orthopedic Surgery,6.136897176973173,1237,765,305,0.3986928104575163,0.6013071895424836,0.2969373412517315,0.3678122067175026,39,70,Medium,High,Core / Maintenance,4,0.8029845948883799,High Priority,Digital-led opportunity development
HCP_1224,Ontario,Orthopedic Surgery,6.136897176973173,1145,871,389,0.4466130884041331,0.5533869115958668,-0.122609340015347,0.1324904900157483,13,41,Low,Medium,Core / Maintenance,2,-0.03642860450353358,Low Priority,Maintain efficiently
HCP_1225,Ontario,Orthopedic Surgery,6.136897176973173,929,499,96,0.1923847695390781,0.8076152304609219,-0.0118205078910421,0.3678904941369731,91,98,High,High,Core / Maintenance,3,0.586517290084133,High Priority,Field-led opportunity development
HCP_1226,Ontario,Orthopedic Surgery,6.136897176973173,947,656,292,0.4451219512195122,0.5548780487804879,0.0348177323655259,0.1583185527182034,74,65,High,Medium,Core / Maintenance,0,-0.18527873913996767,Low Priority,Maintain efficiently
HCP_1227,Ontario,Orthopedic Surgery,6.136897176973173,1006,667,44,0.0659670164917541,0.934032983508246,0.1027343228549588,0.3917446278344196,69,78,High,High,High-Potential Conversion,3,1.0044364979597469,High Priority,Deepen field relationship
HCP_1228,Ontario,Orthopedic Surgery,6.136897176973173,941,727,186,0.2558459422283356,0.7441540577716643,0.2021552584523706,0.1484410071331661,61,72,Medium,High,Core / Maintenance,0,0.3415734007481457,Medium Priority,Maintain efficiently
HCP_1229,Ontario,Orthopedic Surgery,6.136897176973173,1389,1012,399,0.3942687747035573,0.6057312252964426,0.0470721719316612,0.3837025386652423,88,46,High,Medium,Core / Maintenance,1,0.6763210096546279,High Priority,Field-led opportunity development
HCP_1230,Ontario,Orthopedic Surgery,6.136897176973173,2148,1346,175,0.1300148588410104,0.8699851411589896,-0.1206675579407448,0.0687406278124362,60,80,Medium,High,Core / Maintenance,1,1.4269279494982112,High Priority,Digital-led opportunity development
HCP_1231,Ontario,Orthopedic Surgery,6.136897176973173,815,540,271,0.5018518518518519,0.4981481481481481,0.1511016675746005,0.2982452040844345,0,51,Low,Medium,Core / Maintenance,4,-0.07898034884215897,Low Priority,Maintain efficiently
HCP_1232,Ontario,Orthopedic Surgery,6.136897176973173,614,466,84,0.1802575107296137,0.8197424892703863,0.1405950519370357,0.2362388968429513,88,17,High,Low,Core / Maintenance,3,0.22566177829857512,Medium Priority,Maintain efficiently
HCP_1233,Ontario,Orthopedic Surgery,6.136897176973173,961,538,220,0.4089219330855018,0.5910780669144982,-0.1830230391255287,0.2172569769929557,65,78,Medium,High,Core / Maintenance,2,-0.015380553228725785,Low Priority,Maintain efficiently
HCP_1234,Ontario,Orthopedic Surgery,6.136897176973173,2444,1297,354,0.2729375481881264,0.7270624518118736,0.049543503959504,0.128223009989544,31,17,Low,Low,Core / Maintenance,1,1.5382845821850113,High Priority,Maintain efficiently
HCP_1235,Ontario,Orthopedic Surgery,6.136897176973173,748,302,114,0.3774834437086092,0.6225165562913908,-0.1408170196816357,0.2969585264217722,12,23,Low,Low,Core / Maintenance,4,-0.04156429293128351,Low Priority,Maintain efficiently
HCP_1236,Ontario,Orthopedic Surgery,6.136897176973173,1759,1285,140,0.1089494163424124,0.8910505836575875,-0.0297581317002474,0.1167833220062074,32,22,Low,Low,Core / Maintenance,1,1.1644896184579725,High Priority,Maintain efficiently
HCP_1237,Ontario,Orthopedic Surgery,6.136897176973173,1783,1284,76,0.0591900311526479,0.940809968847352,-0.0583370712355359,0.2434946285946689,31,11,Low,Low,Core / Maintenance,1,1.471188375999368,High Priority,Maintain efficiently
HCP_1238,Ontario,Orthopedic Surgery,6.136897176973173,816,360,198,0.55,0.4499999999999999,0.1471117637890382,0.1386358770640878,55,22,Medium,Low,Core / Maintenance,0,-0.41285999991655786,Low Priority,Maintain efficiently
HCP_1239,Ontario,Orthopedic Surgery,6.136897176973173,1209,763,151,0.1979030144167758,0.8020969855832241,0.064019620900662,0.3844674829234746,23,20,Low,Low,Core / Maintenance,3,0.8937537467705616,High Priority,Maintain efficiently
HCP_1240,Ontario,Orthopedic Surgery,6.136897176973173,1752,1026,514,0.5009746588693957,0.4990253411306042,-0.1042709200907232,0.0600209178424784,90,63,High,Medium,High-Value Established,1,0.33647874915046505,Medium Priority,Retain and deepen
HCP_1241,Ontario,Orthopedic Surgery,6.136897176973173,868,388,233,0.6005154639175257,0.3994845360824742,0.155607915554881,0.1199048980389328,3,89,Low,High,Core / Maintenance,0,-0.47544475537920916,Low Priority,Maintain efficiently
HCP_1242,Ontario,Orthopedic Surgery,6.136897176973173,923,731,122,0.1668946648426812,0.8331053351573188,-0.1220566988714097,0.1348087122356067,87,71,High,High,Core / Maintenance,2,0.27876317024129793,Medium Priority,Maintain efficiently
HCP_1243,Ontario,Orthopedic Surgery,6.136897176973173,808,393,77,0.1959287531806615,0.8040712468193384,0.0896136548565132,0.1949237390187357,22,93,Low,High,Core / Maintenance,3,0.2585638418471154,Medium Priority,Maintain efficiently
HCP_1244,Ontario,Orthopedic Surgery,6.136897176973173,695,297,123,0.4141414141414141,0.5858585858585859,-0.0476812803149866,0.1314555846545187,28,33,Low,Medium,Core / Maintenance,2,-0.40977712828678947,Low Priority,Maintain efficiently
HCP_1245,Ontario,Orthopedic Surgery,6.136897176973173,789,503,292,0.5805168986083499,0.4194831013916501,0.0061187500963376,0.2219721815940748,97,1,High,Low,Core / Maintenance,4,-0.49590882246094137,Low Priority,Maintain efficiently
HCP_1246,Ontario,Orthopedic Surgery,6.136897176973173,646,449,249,0.5545657015590201,0.4454342984409799,0.110512489764606,0.3553629331404886,20,68,Low,High,Core / Maintenance,4,-0.3042995438307228,Low Priority,Maintain efficiently
HCP_1247,Ontario,Orthopedic Surgery,6.136897176973173,1003,414,135,0.3260869565217391,0.6739130434782609,0.1125739278871434,0.2992221974932098,29,30,Low,Low,Core / Maintenance,3,0.38627935041434047,Medium Priority,Maintain efficiently
HCP_1248,Ontario,Orthopedic Surgery,6.136897176973173,757,502,245,0.4880478087649402,0.5119521912350598,0.2104362888267152,0.2529866931872889,89,96,High,High,Core / Maintenance,4,-0.1043437743037354,Low Priority,Maintain efficiently
HCP_1249,Ontario,Ophthalmology,7.54831703194489,1193,731,91,0.1244870041039671,0.8755129958960328,0.0401295560394256,0.0811511122939378,19,67,Low,High,High-Potential Conversion,2,0.5375108935571585,High Priority,Increase field engagement
